932497.2846,106.75
807736.3615,106.75
559576.3322,106.75
512553.8309,106.75
290866.1327,106.3647587
271792.1482,106.3453154
190556.9407,106.2093114
122864.2416,106.1510773
112539.6735,104.4608267
103082.7028,103.7717957
86486.05554,103.7717957
79218.43104,103.3930666
72561.52194,102.6209878
66464.0084,100.9771011
60878.88312,99.58989767
55763.0889,98.61157951
51077.18678,98.39548393
46785.05192,97.9647124
42853.59514,96.98462727
39252.50782,95.40444842
35954.02825,93.87943257
32932.72759,92.80439057
30165.31386,92.51641493
27630.45234,92.41498996
25308.60113,91.65783853
23181.86049,90.39866129
21233.83481,88.98309322
19449.50626,88.95056419
16123.92287,88.91804705
14768.99211,88.56114214
9714.382376,87.85162426
8898.06022,87.85162426
8448.312553,87.85162426
7288.854987,87.32321872
5171.843054,87.14779076
4515.780629,86.54447409
3178.728402,85.97676415
2911.612457,85.64732137
2666.942887,85.2567731
2442.833471,83.75823215
2237.55649,83.23922854
1877.302685,83.08719335
1719.548572,82.5421623
1575.050904,81.8210117
1442.695712,80.29683442
1321.462634,79.15789063
1210.417054,78.29435798
1108.702892,78.12278519
1015.536008,77.39778542
930.1981542,76.46952884
852.0314388,74.94436801
780.4332543,73.76450795
714.8516319,72.87982643
654.7809858,72.64039649
599.7582159,71.99259262
549.3591374,71.12916226
503.1952107,69.68393776
460.9105462,68.51277576
422.1791605,67.69107996
386.7024632,67.50570957
354.2069554,66.98936865
324.4421207,66.21014762
297.1784943,65.1177734
272.2058939,63.92644747
228.3798679,63.54194589
213.4035143,62.74926863
206.1114623,58.47337003
200.4347876,50.75881541
196.9244419,48.44368862
190.7382784,46.04196397
188.5763511,44.37115915
183.7154936,39.32299996
178.738976,37.42278145
172.2710209,35.14704562
167.7493155,33.82190553
162.9912032,30.17186723
158.8962061,28.81663832
151.5078467,27.42067908
147.7555283,26.14371227
143.0276101,24.38675413
137.3598175,22.98648897
132.7418341,22.09186694
124.0370885,21.15512637
118.2385013,20.29393763
112.0737701,19.06838089
103.652346,18.19341067
95.95770906,17.74178066
87.66068707,17.25713706
80.29435555,16.7452306
73.54703401,16.17272694
67.3667056,15.82179535
61.70572457,15.51247237
56.52044894,15.24817331
51.7709041,14.89277974
47.42047455,14.47934178
43.43562173,14.07480793
39.78562536,13.71162362
36.44234668,13.46569283
33.38001149,13.14223012
30.57501145,12.79553305
28.00572209,12.34118681
25.65233609,12.0359315
23.4967106,11.82654026
21.52222733,11.69111094
19.71366449,11.49402073
18.05707939,11.30300791
16.53970099,11.06920549
12.88082941,10.9604675
9.925203393,10.95045336
9.091165456,10.95045336
4.801581046,10.92246242
2.639223513,10.89454303
1.339410402,10.85081382
1.236685461,10.85081382
0.856739832,10.68154997
0.78474599,10.67374182
0.718801958,10.6270126
0.658399357,10.48229827
0.603072527,10.35658069
0.552394939,10.27360774
0.505975907,10.24922046
0.463457574,10.18571169
0.424512156,10.050681
0.388839412,9.835587901
0.356164331,9.603420486
0.326235013,9.396753828
0.298820726,9.231588998
0.273710125,8.993378409
0.25171189,8.705729466
0.232893267,8.213587895
0.216055479,7.963255694
0.206633486,7.714861744
0.190376478,7.584345003
0.177183924,7.257576829
0.168900785,6.965967949
0.164074302,6.6464619
0.154255676,6.360623102
0.146303167,6.122383142
0.140580965,5.772162238
0.132414551,5.517801297
0.123238596,5.29073945
0.118200637,5.074601305
0.111213642,4.849683618
0.105060126,4.611587589
0.099352735,4.413913674
0.09385549,4.22079056
0.088145107,4.039921202
0.082577766,3.873467372
0.076687797,3.72103418
0.070730998,3.628907132
0.064572262,3.530315828
0.059146105,3.464461956
0.05417592,3.44488341
0.038135275,3.434821684
0.034930679,3.384952161
0.031995373,3.376299735
0.029778184,3.363
0.026209042,3.363
0.024006635,3.363
0.022432364,3.363
0.018156864,3.363
0.016631101,3.363
0.015540491,3.363
0.013842542,3.363
0.012679321,3.363
0.011847855,3.363
